,account_name,username,post_date,tweet
1401,senjurama,@Airtoair4234,2021-11-11T01:52:05.000Z,sudah sesuai lihat beberapa kasus leceh seksual di beberapa kampus yang akhir ini cuat harus atur itu bisa jadi senjata untuk para masyarakat di lingkung didik yang jadi korban lantas hal apa yang sedang di juang kelompok kalian zina
1402,Andri Indra Wardhana,@andrisuperior,2021-11-11T01:47:26.000Z,laku leceh seksual baik itu dosen maupun tenaga didik di kampussekolah saya yakin waktu jaman kuliahsekolahnya cupu tidak pernah dapat sentuh seksual dari lawan jenis sekarang dia sudah rasa punya kuasa jadi bisa lampias hasrat masa lalu nya
1403,Mohamat Mutajir,@mutajir_mohamat,2021-11-11T01:46:45.000Z,mana ada keras seksual di kampus kecuali memang kamu awal sudah biasa bebas coli tanpa hubung nikah keras seksual jadi banyak di dalam rumah tangga bukan kampus justru yang butuh kampus itu undang undang kuliah gratis bukan undang undang bebas berzinah
1404,ckmy,@pitalycz,2021-11-11T01:45:22.000Z,jujur miris banget ketika lihat ada harap baru ada pasti untuk payung hukum kasus keras seksual di kampus ada saja yang ngehalangi bukan fokus kepada dukung korban dan segala mekanisme tapi alih sama pandang lain yang we all know zina itu di
1405,Zaimul Asroor,@Zaimul_asroor,2021-11-11T01:42:54.000Z,yang masih anti hadap permendikbud no sila baca tulis ini tuju atur ini satu agar tidak ada keras seksual di kampus ygdiam tapi pastiudah menciderai kampus yang kata tempat untuk didik terus bangsa tidak perlu jauh senggol soal sex bebas november predator seksual di kampus
1406,ꦩꦸꦂꦠꦝ,@MurtadhaOne1,2021-11-11T01:40:51.000Z,jahat kelamin gampang sange partai adil sejahtera dukung keras seksual di kampus muhammad guntur romli november sindir mardani guntur romli cuma jahat kelamin yang tolak permendikbudristek ppks utm sourcemobilesiteutm mediumwhatsapputm campaignshare
1407,Feby Indirani,@FebyIndirani,2021-11-11T01:23:25.000Z,leceh dan keras seksual di kampus sangat banyak kasus dan jadi karena relasi kuasa yang timpang dukung kampus yang aman dan bebas keras seksual tunggal november sila klik link ini untuk dapat twibbon seperti ini show this thread
1408,Raban Cilik,@Araghutama,2021-11-11T01:18:01.000Z,gue tuju lindung keras seksual di kampus umurumur rawan ks tuju permendikbud juga bagus kalau rasa takut luas katakatanya lebih tuju awal partai adil sejahtera bagai wakil rakyat bisa beri usul revisi mungkin seperti apa baik
1409,thief,@ratjunn,2021-11-11T01:17:44.000Z,lah ini tuju fix di keras seksual kamu protes harus aku minta buat atur yang larang zina di kampus kamu paham tidak sih konteks
1410,Mojok.co,@mojokdotco,2021-11-11T01:16:57.000Z,permendikbud ini kan buat justru untuk henti keras seksual di lingkung kampus kok malah anggap mau legal seks bebas iqra aneh banget permendikbud tuduh mau legal seks bebas aneh banget
1411,Arif Daulay_Reborn,@Flying_bird0510,2021-11-11T01:15:22.000Z,seyogyanya kampus harus jadi tempat yang aman untuk para mahasiswa nya dari jamah kaum predator seksual lama ini bila ada jahat seksual kampus guru tinggi banyak yang tutup kasus sebut dan mahasiswa tidak dapat lindung dan bantu hukum cara
1412,EKA,@Eka_Dutajaladri,2021-11-11T01:14:32.000Z,cegah keras seksual di kampus terbit permendikbudristek nomor tahun maka cara yuridis pihak guru tinggi dapat laku langkahlangkah legal tindak laku keras seksual ini bentuk dari cegah keras seksual di kampus
1413,Arif Daulay_Reborn,@Flying_bird0510,2021-11-11T01:12:47.000Z,gue bagai orang tua yang punya putri yang tuntut ilmu di guru tinggi tuju dengan ada nya atur yang lindung para mahasiswa nya dari jahat seksual du kampus tetapi dengan catat beberapa pasal yang kontroversial itu harus ubah
1414,thief,@ratjunn,2021-11-11T01:10:03.000Z,what the fuck tidak guna kamu kalau mau baca harus lihat tuju kembang policy kalau tuju cegah keras seksual permendikbud itu sudah benar kalau kamu mau cegah mahasiswa ngentot di kampus kamu pakai policy instrument yang lain
1415,Dee,@haechanbin,2021-11-11T01:04:51.000Z,pernah gaksih kamu menang gara tonton mata najwa malam banjir gara lihat pak nadiem sama mahasiswa yang sampai argumen tentang hapus predator seksual di kampus jadi sedikit lega begitu enggak itu salah satu jamin buat nanti anak gue nikah saja belum wkwk biar aman
1416,kayiiii,@markylee208,2021-11-11T01:03:28.000Z,hiii ya iya orang ngaturnya juga soal keras seksual kalau mau zina di lingkung kampus adalah di luar permen ini hadeuhhh khoir november and ya itu yang diertanyakan banyak orang bambangdgn kata lain permendikbud itu tidak soal soal freesex jadi pelajarmahasiswa sila kalian kumpul keboasal suka sama suka belaga peduli soal satu moral tapi peduli setan soal moral yang lainpikiran liberal kayak begini yang rusak
1417,Kompas.com,@kompascom,2021-11-11T00:52:05.000Z,atur kait mekanisme cegah dan tangan keras seksual di lingkung kampus dapat dukung dari bagai pihak
1418,nisa,@annisaaarya,2021-11-11T00:44:32.000Z,and angkat isu tentang keras seksual dan tara yang jadi du kampus
1419,Karim samlawi,@Samlawi_84,2021-11-11T00:43:42.000Z,and kalau masih otot minta mas buat permen tentang asusila di kampus jangan gabung dengan permen keras seksual karena akan abur korban jadi laku asusila akibat lindung rehabilitasi korban tidak jadi saat ini sudah banyak korban yang butuh lindung
1420,🄴🄺🄾 🅆🄸🄳🄾🄳🄾,@ekowboy2,2021-11-11T00:41:50.000Z,wajar jika permendikbud ini tolak muhammadiyah mereka punya an sekolah dan universitas keras seksual larang tapi lindung sex di luar nikah dengan tuju kampus tempat timba ilmu bukan tempat buang janin k
1421,JNE TERCEPAT |NGILANGNYA| DALAM URUSAN CLAIM!,@pandametvl,2021-11-11T00:36:53.000Z,and pak saya tanya bocah sama yang suka dua di warung internet sama lawan jenis baca begini tidak fakta tidak ada atur ini saja dari yang sampai sampai kampus juga banyak yang pacar bablas sampai mana lingkung yang harus kontrol kalau ini yang jaga biar tidak ada korban keras seksual
1422,kumparan,@kumparan,2021-11-11T00:32:05.000Z,apresiasi yang tinggi untuk mas menteri nadiem moga cepat tiap kampus keluar atur rektor di internal masingmasing sehingga kasus keras seksual bisa tangan kata tobas jadi payung hukum cegah keras seksual apresiasi yang tinggi untuk mas menteri nadiem moga cepat tiap kampus keluar atur rektor di internal masingmasing sehingga kasus keras seksual bisa tangan kata tobas
1423,Puterapetir,@Puterapetir11,2021-11-11T00:26:19.000Z,jika kepmennya cabut maka predator seksual di kampus akan rajalela korban ya terima
1424,𝕲𝖑𝖔𝖔𝖒𝖞𝖌𝖎𝖗𝖑,@Momolciao_,2021-11-11T00:23:46.000Z,imajinasi mimpi mimpi buruk asa ancam hari suram para sintas segera pergi telah terbit permendikbudristek begini cegah dan tangan keras seksual di kampus
1425,HANAN,@Hnn_m,2021-11-11T00:23:07.000Z,baca tren di twitter tentang pro kontra undang undang keras seksual di kampus agak heran sih kenapa banyak yang kontra dengan alas legal seks bebas padahal uunya turut bagus saja dan tidak ada poin pasal yang terlulis legal seks bebas
1426,w,@ddolemite,2021-11-11T00:22:11.000Z,bagai mahasiswa saya sangat dukung gera permendikbud no tahun ada gera kemendikbudristek dalam nang dan cegah keras seksual di wilayah kampus ini jadi angin segar untuk civitas akademia karena kampus yang baik yaitu dengan buka
1427,Kurnia,@indasahkurnia,2021-11-11T00:20:46.000Z,yang kita butuh untuk cegah bukan pisah lakilaki dan perempuan tapi sistem di kampus yang ramah pihak dan lindung korban kekerasanpelecehan seksual sehingga korban tidak takut suara tidak tekan oleh ancam ini itu dari pegang kuasa yang lebih tinggi
1428,genre melankolis,@menata_future,2021-11-11T00:19:43.000Z,baik nama undang nya tambah jadi cegah dan tangan keras seksual yang tanpa tuju di jadi kalau saling tuju untuk gereoe gereoe di kampus misal tidak hukum november ya itu arti kamu pada minim literasi memang sengaja alih isu karena itu permen jelas tidak bahas seks bebas cuma bahas ks yang bikin bingung kalau muhammadiyah partai adil sejahtera antiks kenapa anti permen itu ya jelas karena memang proks saja demi agenda politik sendiri padahal ks bukan isu politik
1429,安瓦尔·陈因子,@Sang_gedang2,2021-11-10T23:37:46.000Z,mana partai adil sejahtera sudah bicara biasa tidak jelas sih yang omong atur keras seksual di kampus anggap legal sex bro leceh itu datang jika ada unsur paksa partai sensasi doang tidak jelas anjj partai adil sejahtera itu mardani ali sera november itu jelas sekali isi legal bebas sex kita anti keras seks namun tidak mentolelir bebas sex permendikbudristek ini potensi rusak norma susila ada celah moral yang legal bebas seks di lingkung guru tinggi
1430,Aswin Suharsono,@aswinsuharsono,2021-11-10T23:36:26.000Z,kemendikbudristek akan beri sanksi upa henti bantu keuangansarana prasarana kepada kampus yang tidak tanggap lapor keras seksual
1431,Elnoir,@Lightear3,2021-11-10T23:36:14.000Z,and lah memang belum ada permendikbud no dasar hukum bagaimana ada yang urus tidak permendikbud urus pelecehankekerasan seksual di lingkung kampus yang potensi rugi korban kalau
1432,Tati Samhadi,@tatisamhadi,2021-11-10T23:35:39.000Z,tatkala kampus makin tidak aman dari predator seksual dan perisai hukum untuk lindung para korban atau calon korban dipersoalkam simak sulistyowati irianto predator seksual di kampus di opini kompas hari ini negara dan kita semua wajib lindung dan pasti tiap orang bebas dari ancam dan tindak keras seksual
1433,Aswin Suharsono,@aswinsuharsono,2021-11-10T23:35:36.000Z,cegah jabat wenang menutupnutupi kasus keras seksual di kampus dek profesor yang kamu lapor itu sosok hormat kamu jangan fitnah dan sebar desasdesus itu bisa malu hormat kampus ini baik lapor kamu tidak lanjut
1434,Guy Ask Few,@Guy4skFew,2021-11-10T23:15:36.000Z,zina kalau sudah atur di atur kampus ya bisa tindak sesuai sanksi dalam atur permen hanya akan fungsi batas jika ada consent di antara dua tiga atau berapa orgy di kampus misale maka tidak anggap bagai keras seksual putridewanty november yang takut orang kalau misal sama mau itu tindak apakah tidak bisa proses karena anggap consent di umy itu sudah atur buat zina sanksi apa nah kalau permen itu hadir memang benar tidak bisa tindak po yang kasus zina sama mau dan sadar laku show this thread
1435,Radio Elshinta,@RadioElshinta,2021-11-10T23:14:28.000Z,pp muhammdiyah minta permendikbud nomor tahun tentang cegah dan tangan keras seksual ppks cabut salah satu alas adalah ada pasal yang anggap makna hadap legalisasi seks bebas di kampus harus di pergi atau di revisi
1436,Robin Hud,@RobinHu34549115,2021-11-10T22:27:11.000Z,memang lama ini kalau ada keras seksual di kampus korban tidak bisa lapor polisi pakai uukuhpidana kok jadi kayak ada negara di dalam negara
1437,Koran Tempo,@korantempo,2021-11-10T20:21:11.000Z,menteri didik dekat bagai kalang untuk sosialisasi atur cegah dan tangan keras seksual di kampus dialog harap bisa redam tolak utm sourcedigitalmarketingutm mediumtwitterutm campaigndlvrit
1438,Jinggabukansenja,@snagti,2021-11-10T19:10:29.000Z,ada permen dikbud ini benar jadi angin segar bagi payung hukum hadap lindung korban keras seksual lingkung kampus moga ini langkah awal untuk segera sah nya rancang undang undang partai adil sejahtera telah itu
1439,david,@DavidHDS1,2021-11-10T17:35:48.000Z,telah tonton mata najwa tentang leceh seksual di kampus gue jadi rasa salah tidak bantu teman dekat yang kena leceh
1440,bebrayan,@NgilmuKantiLaku,2021-11-10T17:16:24.000Z,and aduh arti kamu tidak baca permen kalau saya jadi orang kampus akan kesal karena cegah keras seksual bukan panjang birokrasi yang buat ribet jadi masalah nya bukan hanya boleh asal suka sama suka
1441,Rakyat Jelata,@KampusBrandal,2021-11-10T17:14:30.000Z,harus bukan hanya keras seksual tetapi seks bebas di kampus juga harus larang lama kuliah di kampus kali saya temu kondom belas di dalam ruang kelas kali saya dengar anak mahasiswi gang saya aborsi dan kali temu bayi buang
1442,Andri,@alfiandri96,2021-11-10T16:59:47.000Z,pemendikbud ini ada karena sudah banyak kasus keras seksual di kampus dan jelas ruang lingkup nya guru tinggi masa iya kampus harus ngulik konsensual seks orang toh sudah ada undang undang zinah juga ya kalau masih tidak nyangkup pranikah rancang undang undang general nya mardani ali sera november itu jelas sekali isi legal bebas sex kita anti keras seks namun tidak mentolelir bebas sex permendikbudristek ini potensi rusak norma susila ada celah moral yang legal bebas seks di lingkung guru tinggi
1443,Happy Haris (+) - Commision Open,@happyhariss,2021-11-10T16:42:43.000Z,and memang tidak pernah ilegal cari saja landas hukum untuk pidana orang hubung seksual belum nikah tidak ada kecuali kalau salah satu sudah punya istrisuami baru ada landas hukum tapi bukan arti boleh ngewe di kampus karena kampus punya atur sendiri juga
1444,AkunNyinyir,@Dudurududu1,2021-11-10T16:29:59.000Z,and terus tau darimana dia ayam kampus yang jaring kostan masuk area kampus yang bahas permendikbud ini tidak lagi ada hukum adat dan sosial sesuai norma dan agama kan ini tentang keras seksual bukan zina bisa kan beda
1445,rinamulya,@rinamul99671549,2021-11-10T16:23:01.000Z,maksud hati ingin cegah dan atas keras seksualyg jadi malah undang kontroversi permen cegah dan tangan keras seksual ppks dapat banyak tolak dari bagai pihak akan keras seksual di kampus tuntas
1446,Jaringan Muda,@MudaSetara,2021-11-10T15:31:01.000Z,kasus di unri adalah cermin betapa kampus belum aman dari kasus keras seksual relasi kuasa yang main dalam hingga potensi buat korban kembali jadi korban untuk dua kali
1447,Mojack,@MojackThePoet,2021-11-10T15:29:40.000Z,solusi gampang biar permen ini jalan biar undang undang partai adil sejahtera jalan tuntut serta klusul larang aktivitas seksual di kampus di uupermen lain kalau itu kami dukung
1448,Metalhead,@asrulrsni,2021-11-10T15:28:47.000Z,film salin cahaya catat rekor menang piala citra banyak panjang sejarah ffi selenggara belum ada marlina sih bunuh dalam empat babak yang catat rekor menang piala citra di tahun correct me if i am wrong film ini cerita tentang isu keras seksual di kampus
1449,dinda,@permatadnda,2021-11-10T15:20:27.000Z,salin cahaya angkat isu keras seksual di kampus menang di tengah tentang gelintir orang yang propelaku keras seksualyup just sayang it that way hadap bijak cegah dan tangan ks di lingkung kampus k
1450,Goldman,@_MadeInHeaven__,2021-11-10T15:14:50.000Z,mau tanya bang gue tidak begitu paham sama atur ini gue sih tuju saja sama hapus keras seksual dan consent tapi kenapa olah atur ini boleh mahasiswa ngewe di lingkung kampus tidak tuju lah gue sama ini pt itu ruang publik
1451,Tekape.co Berita Online,@TEKAPEdotco,2021-11-10T15:05:15.000Z,kembali aksi aliansi mahasiswa unanda nilai kampus lindung duga laku keras seksual aliansi mahasiswa unanda nilai kampus lindung duga laku keras seksual
1452,Gianti,@Ghi2,2021-11-10T15:04:20.000Z,niat bagus untuk cegah tangan di kampus tetapi based on consentpersetujuan korban arti kalau sama tuju bukan keras seksual dong haha
1453,Queen,@firafirohh,2021-11-10T15:01:43.000Z,jelas dong pasal permendikbud yang mana kandung unsur zina atau seks bebas tunjuk memang sudah ada regulasi yang dukung tangan keras seksual di kampus belum ada makanya itu itu lah tuju permendikbud kalau soal konsep consent ajar lagi ya
1454,Malika,@Alamalika,2021-11-10T15:01:42.000Z,tidak paham benar dengan apa yang landas pikir nadiem sampai harus terbit permendikbud soal keras seksual di lingkung
1455,Ava Kanjut,@yadismbkorut,2021-11-10T14:57:40.000Z,tapi memang ada ya kampus yang enggak larang tindak asusila di lingkung kampus rasa bagai institusi didik pasti junjung nilai moral pasti larang masalah ketika ada kasus keras seksual sulit bukti di polisi karena belum definitif
1456,Rumail Abbas,@Stakof,2021-11-10T14:55:40.000Z,permen guna ketika ada korban keras seksual di kampus instrumen hukum seperti ini belum ada sudah itu saja jika ada mesum di kampus yang pakai bisa pasal asusila dan kuhp bahkan jika mereka suamiistri consent pasal asusila bisa pakai arief apriansyah november nah cara tekan peluang untuk zina itu bagaimana mas dan turut saya dengan ada kata tuju dalam permen yang sedang kontroversi sebut itu tidak bisa tekan peluang zina justru malah bisa buka peluang zina iya tidak
1457,Assistant Professor,@shihabmohammad,2021-11-10T14:55:14.000Z,keyword permen no tahun tentang rasa seksual ini ada di frasa tidak nyaman dan tanpa tuju permen ini bagus jadi rambu spesifik dalam sosial antara dosen dan mahasiswa di lingkung kampus
1458,Mata Najwa,@MataNajwa,2021-11-10T14:34:03.000Z,ringkus predator seksual kampus
1459,Fina,@finasari_,2021-11-10T14:30:01.000Z,bapak ini kalau punya anakcucu perempuan yang jadi korban keras seksual lingkung mana saja masuk kampus apakah tidak rasa kesal sama laku dan ingin perjuangin dan lindung korban ya
1460,Lh,@lukmanulharun2,2021-11-10T14:27:10.000Z,isi pasal mau bagaimana leceh seksual juga sudah rujuk ke zina mbak hal tidak senonoh cuma tanpa consent saja yang pakai consent adalah jelas tidak bakal di kampus kan
1461,Reinaldygerwin,@Reinaldygerwin1,2021-11-10T14:20:07.000Z,permendikbud no tahun sudah sangat baik untuk saat ini agar bisa cegah kasus leceh seksual di dunia kampus suara suara sumbang yang bahas bahwa permendikbud itu akan legal zinah itu sama sekali tidak ada hubung
1462,Mata Najwa,@MataNajwa,2021-11-10T14:17:39.000Z,kampus yang baik bukan yang denial soal kasus keras seksual namun yang tanggap serius hal ini kata nasya ayudianti fhui
1463,sunflower,@maliboon8,2021-11-10T14:17:21.000Z,besar respect buat mata najwa malam ini yang sudah angkat isu leceh seksual di ranah didik khusus kampus moga pak nadiem dan semua jajar tau kalau kasus ini itu kayak gunung es yang lapor sedikit tetapi nyata masih banyak yang timbun
1464,puk amek2,@pigijauah,2021-11-10T14:16:56.000Z,leceh seksual lingkung kampus jadi ke ingat cerita teman dulu ada yang leceh di lab sama senior terus dia adu ke senior yang lebih tua akhir itu senior pak telanjang di lab sama senior yang lebih tua sampai tidak mau ke lab lagi
1465,milo,@sweetthinqs,2021-11-10T14:14:29.000Z,kasus leceh seksual di kampus
1466,aii,@ayufebii_,2021-11-10T14:08:40.000Z,predator seksual kampus tidak sedikit yang sudah speak up tapi tidak ada bukti malah lapor balik karena cemar nama baik
1467,yash_mahendra21,@yash_mahendra21,2021-11-10T14:03:51.000Z,and others wkwk mulai kacau saya tidak bahas perkosa kondisi pingsan saya bahas permendikbud keras seksual di kampus kalau ada jadi demikian tanpa permendikbud sudah proses laku nya yang opini sesuai nafsu adalah anda masa anda langsung kait saja macam itu
1468,Mata Najwa,@MataNajwa,2021-11-10T13:42:37.000Z,ada relasi kuasa yang main dari keras seksual yang jadi kampus sudah kooperatif namun karena atur administrasi itu jadi celah laku dan gugat balik ancam korban kata arby algazi sekretaris umum hopehelps network
1469,Sarung,@Wadeemore_,2021-11-10T13:34:10.000Z,jadi kalau ada kasus leceh dan keras seksual di ranah kampus bisa hukum tidak cuma suruh banyak ibadah
1470,Sarung,@Wadeemore_,2021-11-10T13:32:29.000Z,ada yang giring opini seks bebas legal di kampus gara gara permendikbud yang baru datengnya dari ormawa yang agam banget di kampus gue nih orang tak tau ya di dunia ini ada yang nama keras dan leceh seksual
1471,yash_mahendra21,@yash_mahendra21,2021-11-10T13:30:47.000Z,and others mana acu nya rancang undang undang partai adil sejahtera masih bahas tidak mungkin permendikbud keras seksual di kampus acu pada undang undang pornografi wkwk
1472,ceu nano,@mrlindo__v,2021-11-10T13:30:41.000Z,ini tentang leceh seksual di kampus
1473,Mata Najwa,@MataNajwa,2021-11-10T13:29:47.000Z,survei yang laku tahun persen dari dosen yang di survei aku ada keras seksual di kampus kata nadiem makarim mendikbudristek
1474,antí,@injunoona,2021-11-10T13:29:13.000Z,tentang keras seksual di kampus itu lah
1475,Senyum Sambat Syukur,@SSandra_Kim,2021-11-10T13:28:41.000Z,dear yang hormat ibunda sakinah kok bisa atur yang akan cipta situasi aman di pt klaim akan beban pt dalam jalan tri darma pt bagaimana pula kampus bisa capai tuju utama apabila tidak bisa sedia tempat yang aman dari keras seksual
1476,Ditta IVE,@teman_sunwoo,2021-11-10T13:28:17.000Z,tentang keras seksual di kampus ya kak
1477,stream cuketta,@iboinccc,2021-11-10T13:28:16.000Z,topikny keras seksual di dunia kampus betul nontonnya bareng orang tua both of them marah dengar cerita begitu
1478,viktorkonyolsky,@viktorkonyolsky,2021-11-10T13:27:00.000Z,consent tuju jika sih elizabeth tuju laku hubung seksual dengan jono maka akan anggap wajar di kampus bukan ajar malah laku halhal konyol seperti itu sudah paham
1479,IDN Times,@idntimes,2021-11-10T13:26:03.000Z,komisi nasional perempuan sesal kasus keras seksual di kampus komisi nasional perempuan sorot hal ini komisi nasional perempuan sesal kasus keras seksual di kampus
1480,Suara Islam,@suaraislamco,2021-11-10T13:24:03.000Z,muhammadiyah tolak permendikbud cegah keras seksual di kampus menteri agama bela nadiem
1481,sally,@nctiamo,2021-11-10T13:18:35.000Z,mata najwa bahas resan seksual di kampus bagus juga bisa ada nadiem langsung
1482,Marojahan Tobing,@MarojahanT,2021-11-10T13:10:37.000Z,predator seksual di kampus jangan di tutup beritahukan saja siapa nana laku dan di universitas mana enggak usah takut bongkar saja
1483,NgopiBareng.id,@ngopibareng_id,2021-11-10T13:09:48.000Z,teks lengkap permendikbud keras seksual di kampus nomor ppks di kampus
1484,𝓪𝓵𝓲𝓷𝓮 𝓮𝓵𝓲𝔃𝓪𝓫𝓮𝓽𝓱,@aline_carmiello,2021-11-10T13:09:24.000Z,and others lagi bahas di mata najwa tentang keras seksual di kampus
1485,Mata Najwa,@MataNajwa,2021-11-10T13:04:06.000Z,mengapa kampus sulit cegah keras seksual dan pihak korban bisa atur menteri yang baru jadi alat yang efektif ini
1486,Mata Najwa,@MataNajwa,2021-11-10T13:04:06.000Z,kasuskasus keras seksual di kampus kerap tunjuk pihak pada korban sangat minim kampus cenderung tidak mampu sikap maju sikap kasus keras seksual
1487,Ayar,@Rayarobb,2021-11-10T13:02:36.000Z,saya malah temu yang aneh om pasal ada diksi tanpa tuju korban arti kalau kkrasan sexsual tuju korban boleh dong jelas di pasal sebut korban adalah mahasiswa didik tenaga didik warga kampus dan masyarakat umum yang alami keras seksual
1488,Faza Yudiansyah,@fazayudiansyah,2021-11-10T12:58:11.000Z,permendikbud nomor tahun jadi bukti serius perintah dalam rang kasus leceh seksual lingkung kampus dan tentu saja harus dukung namun perintah juga perlu tinjau kembali isi dari permendikbud sebut salah satu frasa tanpa tuju korban
1489,Em.,@emilianaura,2021-11-10T12:57:56.000Z,mending sekali tidak sih tambah poin segala bentuk aktivitas seksual larang laku dalam lingkung kampus dan akademik misal pas kkn dan terus masuk buat suamiistri biar fair sudah
1490,Rya Wiedy,@RyaWiedy,2021-11-10T12:55:15.000Z,nah balik lagi bahwa yang atur di sini adalah hal yang masuk dalam kategori keras seksual yang harus tangan cegah satu tugas kampus ini mudah mereka definisi mana yang masuk kategori mana yang tidak yang tidak atur di situ bukan arti dengan sendiri diblhkan ada atur hukum lain
1491,Ai,@23__aisya___,2021-11-10T12:51:06.000Z,kalau tahu jajar dosen atau aparat kampus ya gelandang lah turut anda aduh bukan tidak pikir sih tapi paksa banget egol atur negara teokrasi satu agama doang lagi kalau atur ingin tidak bisa digolin masalah keras seksual juga tidak boleh
1492,Em.,@emilianaura,2021-11-10T12:47:50.000Z,yang sebal sih cuma satu permen yang buat buat bisa jerat hukum predator keras seksual di lingkung kampus kayak kasus agni eh malah dibelokin narasi ke legalisasi zinah aneh betul manusia
1493,~MRF~,@mryanf19,2021-11-10T12:45:28.000Z,wah kalau soal itu sih gue juga tidak ngarah kesitu apa harus ada permen khusus untuk keras seksual di surat pemberitahuan tahun perkosa tetapi kalau rasa tetap perlu ya bagus saja
1494,"Di rumah aja, Awe!",@awemany,2021-11-10T12:39:43.000Z,tidak ada di undang undang didik yang cara spesifik beri amanah pada kampus untuk tangan keras seksual tapi ada pasal dan ayat yang nyata beri amanah untuk bentuk orang yang moral tapi kenapa komitmen kampus untuk urus sex bebas ini begitu rendah
1495,"Di rumah aja, Awe!",@awemany,2021-11-10T12:38:40.000Z,tapi permen ini tidak hanya soal tangan keras seksual di sana ada kata cegah dan ini adalah pintu masuk untuk bangun hidup kampus yang lebih junjung tinggi moral agama sayang sekali orang itu begitu anti dengar kata moral atau agama
1496,Tribun Kaltim,@tribunkaltim,2021-11-10T12:36:13.000Z,mata najwa malam ini live trans predator seksual di kampus pro kontra bijak nadiem makarim bimbing skripsi ujung leceh oleh oknum dosen unri mata najwa akan bedah kasus kait dengan keras seksual yang jadi di dunia didik
1497,Manikrara Santina Dewantari,@manikrarasantin,2021-11-10T12:05:38.000Z,pak nadiem makarim kampus merdeka juga harus seksual segera terbit sop tangan cegah keras seksual di instansi didik tanda tangan petisi
1498,"Di rumah aja, Awe!",@awemany,2021-11-10T12:04:26.000Z,tidak harus begitu dalam permen itu ada kata cegah salah satu cara cegah ya dengan larang aktivitas seksual kait giat kampus atau ajar konsentrasi atau tidak november permendikbud ini kan tentang cegah dan tangan keras seksual ya wajar kalau hanya bahas urus keras saja tiada consent kalau punya agenda cegah seks di luar nikah ya cari cara lain lah jangan bajak agenda orang begitu saya kira
1499,NH1967,@NH19671,2021-11-10T11:59:06.000Z,ya kalau tafsir ke mana mana ya akan mana mana makanya bahasa hukum tidak boleh di analogi ini adalah dalam koridor keras seksual dan dalam lingkung kampus itu saya ya iya
1500,wanie | the road deserves better,@WSonshine,2021-11-10T11:57:19.000Z,pak mardani hormat bukankah tanpa atur ini seks bebas selain yang sudah meni zina selingkuh memang tidak larang undang undang walaupun tegas larang aktivitas seksual di kampus tidak tutup celah keras seksual di luar area kampus oleh oknum jahat itu yang juang pak mardani ali sera november itu jelas sekali isi legal bebas sex kita anti keras seks namun tidak mentolelir bebas sex permendikbudristek ini potensi rusak norma susila ada celah moral yang legal bebas seks di lingkung guru tinggi
1501,Ava Kanjut,@yadismbkorut,2021-11-10T11:56:46.000Z,and permendikbud ini ada basicnya pertama kali juga bukan buat atur preventif tapi cuma bikin variabel operasional doang tentang keras seksual di kampus supaya bisa jadi alat bukti terus kenapa harus ada permendikbud supaya bisa universal terap sop
1502,sukasukasaya,@sibocahgabutoke,2021-11-10T11:54:14.000Z,semangat terus mbak kalis dalam dukung permendikbud anti keras seksual di ranah kampus
1503,#BeraniJujurPecat,@onlycunts,2021-11-10T11:53:27.000Z,and kalau ada tuju korban seks di kampus kalau ketangkep sudah pasti kena sanksi akademis dari kampus coba saja cek kampus mana yang boleh giat tak senonoh di lingkung yang bahas di sini keras seksual makanya fokus minum air dulu sana november and others justru campur aduk dan begini yang bikin korban ks tidak mau lapor keras yang alam karena kamu pada ira korban juga mau saja kamu tidak beda dengan nomor si
1504,Cₛ ₚₐₖₑₜ dᵢ Cₕₐₚₗᵢₙ,@ChaplinSupport,2021-11-10T11:51:46.000Z,didik anak supaya akhlak didik anak supaya bejat mendikbudistek keluar permen cegah tangan keras seksual di lingkung kampus from y b d
1505,Ibnu Abdillah HF,@HfAbdillah,2021-11-10T11:23:40.000Z,kalau warga kampus yang laku hubung seksual tanpa ada ikat agama bagaimana terus untuk berantas ayam kampus itu bagaimana kalau yang anda sebut itu sudah jelas ada di atur pidana lain tentang leceh seksual cara umum
1506,GGMU,@xnact,2021-11-10T11:13:51.000Z,atur tangan keras seksual di kampus itu penting karena memang bagai kasus bikin rektorat rekan defensif dan malah lindung para predator tambah pasal larang ngewe di kampus juga penting agar jadi akseptable dan ini juga jalan dengan definisi didik
1507,GGMU,@xnact,2021-11-10T11:09:00.000Z,satu lagi itu cuma permen yang atur tangan keras seksual di ruang lingkup guru tinggi kan atur internal yang laku di kampus bukan atur umum yang dampak pada semua orang
1508,bella,@allebpn,2021-11-10T11:03:13.000Z,leceh seksual di kampus sih
1509,Ferry Koto,@ferrykoto,2021-11-10T11:00:34.000Z,atur bagus ini yang lindung warga kampus dari perilaku keras seksual demi jaga warga kampus dan martabat guru tinggi kok ada yang tolak dengan dalih legal zina betul rendah literasinya atau jangan yang punya perilaku demikian end
1510,Ferry Koto,@ferrykoto,2021-11-10T10:58:32.000Z,sanksi bagi laku baik dosen atau mahasiswa bahkan pimpin kampus yang lama ini laku keras seksual fisik dan verbal permen ini telah laku jika ada mahasiswa alami bisa tindak lapor jangan lagi tanggung beban karena tak tahu harus buat apa
