,account_name,username,post_date,tweet,emojis,reply_count,retweet_count,like_count
1270,araaraara~,@eclatanthwan,2021-11-11T09:38:32.000Z,"mari mencegah kekerasan seksual di lingkungan kampus
#DukungPermendikbud30",,0,0,0
1271,Guntur Iqbal Kelana Suryadi,@gunturiks,2021-11-11T09:36:17.000Z,"Tapi sepertinya ini juga tidak memuaskan beberapa pihak, yang menyatakan bahwa masih terdapat tindakan seksual dengan persetujuan yang tidak diatur meski dilakukan di luar lingkungan kampus. Dan kenyataannya, memang demikian.
1
1",,1,0,1
1272,Carbon Dioxide,@Xanthophyll__,2021-11-11T09:33:21.000Z,"Replying to 
@AvatarHatimu
Hak perlindungan korban, pembentukan satgas untuk kasus pelecehan ini di area kampus, sama 20 definisi lengkap yg dimaksud kejahatan seksual nya apa aja
1
1",,1,0,1
1273,shitalaksmi,@slaksmi,2021-11-11T09:28:19.000Z,"Ringkus Predator Seksual Kampus, dari stakeholder paling relevan: mahasiswa/i. #kekerasanseksual  

Dear, Pak Nadiem, Kami Ingin Belajar dengan Aman dan Tenang - (Part 6) |... https://youtu.be/WusvzZCss6M via 
@YouTube
youtube.com
Dear, Pak Nadiem, Kami Ingin Belajar dengan Aman dan Tenang - (Part...
Ringkus Predator Seksual Kampus (Part 6)Stakeholder paling penting dalam Permendikbud, yaitu mahasiswa juga ikut berbicara soal Permendikbud ini. Adanya keko...",,0,0,0
1274,Raaa,@RaaAckerman,2021-11-11T09:28:12.000Z,"Replying to 
@cklt_psng_susu
 and 
@BalvyHaddad
Fokus dari Permendikbud adalah melindungi korban kekerasan seksual di lingkungan kampus. Jika atas dasar suka sama suka dan di luar nikah, itu sudah keluar dari konteks kekerasan seksual. Kalau mau, buat UUD tersendiri yang melarang perzinahan. Sudah
1",,1,0,0
1275,Kompas.com,@kompascom,2021-11-11T09:27:15.000Z,"6. Esti mengatakan, kebijakan tersebut langkah tepat dalam rangka mencegah tindak kekerasan seksual di lingkungan kampus - #Permendikbud #PPKS #JenihkanHarapan
nasional.kompas.com
Permendikbud PPKS Dinilai Langkah Cepat Cegah Kekerasan Seksual di Kampus
'Agar kekerasan seksual yang terjadi di lingkungan perguruan tinggi bisa dicegah lebih dini,' katanya.
1
3",,1,0,3
1276,Dirikusendiri,@AtsumeeNekoo,2021-11-11T09:16:34.000Z,"Padahal permen ini diterbitin karena di kampus ada oknum dosen dll yang melakukan pelecehan seksual terhadap mahasiswa/i. Biar ga keulang dan ada perlindungan hukum yang membantu korban saat mau nuntut.
 #DukungPermendikbud30
1
1",,1,0,1
1277,KOMAHI FISIP UNRI,@KOMAHI_UR,2021-11-11T09:15:45.000Z,"[STATEMENT]
••
Hi HI'ers! 

Teman-teman pasti sudah menyaksikan Mata Najwa dengan judul ""Ringkus Predator Seksual Kampus"" pada hari Rabu kemarin. Dalam acara tersebut terdapat beberapa statement yang dikeluarkan oleh Pak Nadiem Makarim selaku Menteri Pendidikan dan Kebudayaan
1
4
10",,1,4,10
1278,Monica Novianti,@nad_sophi,2021-11-11T09:15:08.000Z,"Trlepas ribut2 soal consent, apa kbar kasus kekerasan seksual di ugm dan unri ( dan jg kampus lainnya)? Serius diusut atau ""dibiarkan"" ya?",,0,0,0
1279,Reffi_Kim #WriterCell,@Reffi_angel,2021-11-11T09:15:05.000Z,"Asli aku baca hashtag ini dan heran, kan jelas ya kalau ini buat melindungi korban dan mencegah adanya pelecehan seksual di kampus? Malah kenapa jadi konteks legalisasi seks bebas? Iya aku pun anti soal begitu, tapi ini dasar hukum agar nggak ada lagi korban pelecehan. CMIIW
Try Wiguna
@WigunaTry
 · Nov 11
Duh ngeri bgt baca tweet2 di sini #NadiemOleng , buat peraturan PPKS malah dibilang legalisasi seks bebas 
Show this thread
2",,0,0,2
1280,(nge)ners Dade,@genta_radin,2021-11-11T09:14:24.000Z,"Replying to 
@Candra29823352
 @nashrul1701
 and 
@I_Thoxs
Kayaknya belum pernah denger kasus yg kemarin viral atau sengaja menutup mata dengan hal itu? Salah satu kampus ternama di Indonesia dosennya melakukan pelecehan seksual...
Kalau dasarnya gak mau berzina ya bilang aja di paksa, atau jika anda menjadi dosen akan melakukan itu?",,0,0,0
1281,Asumsi,@asumsico,2021-11-11T09:08:05.000Z,"Alih-alih memperkarakan frasa ""tanpa persetujuan korban"", sejatinya Permendikbud PPKS dilihat sebagai alarm tegas atas tindak kekerasan seksual di area kampus.
asumsi.co
Karena Frasa Setitik, Gagal Paham Permendikbudristek PPKS | Asumsi
Alih-alih memperkarakan frasa ""tanpa persetujuan korban"", sejatinya Permendikbud PPKS dilihat sebagai alarm tegas atas tindak kekerasan seksual di area kampus.
3
44
99",,3,44,99
1282,pEGAxus,@arpanparutang,2021-11-11T09:07:39.000Z,"Replying to 
@ESutjipto
 and 
@aswinsuharsono
kektnya peratruan mentri itu dapatnya sangsi administratif deh..dan bantuan hukum untuk korban di lingkungan kampus..kalo mo yang lebih berat..keknya udah di atur di KUHP tentang kekerasan seksual",,0,0,0
1283,Remahan Rempeyek,@RemahanRempey16,2021-11-11T09:06:34.000Z,"Replying to 
@I_Thoxs
Lu memaknainya bgimana?? Klo peraturan yg dibuat itu kan supaya tdk terjadi pelecehan dan kekerasan seksual didlm kampus. Klo msalah pergaulan bebas antar mahasiswa/i nya ya dikembalikan ke msing msing pribadi.",,0,0,0
1284,leaaa,@alleaaz,2021-11-11T08:57:23.000Z,"habis nontonin ringkus predator seksual kampus, setelah dengar ucapan penutup pak Nadiem seketika netesin air mata. kayak yang makasih banget masih ada orang seperti beliau pada jabatan atas
1",,0,1,0
1285,LBH APIK Jakarta,@LBHAPIK,2021-11-11T08:55:43.000Z,"Hai #SahabatAPIK 
Kami, LBH APIK Jakarta, mendukung Permendikbud Ristek No.30 tahun 2021 tentang Pencegahan dan Penanganan Kekerasan Seksual di Lingkungan Perguruan Tinggi. Yuk kita dukung kebijakan untuk kampus bebas KS. 

#DukungPermendikbudristekPPKS
#merdekadarikekerasan
11
27",,0,11,27
1286,LBH APIK Jakarta,@LBHAPIK,2021-11-11T08:55:43.000Z,"Hai #SahabatAPIK 
Kami, LBH APIK Jakarta, mendukung Permendikbud Ristek No.30 tahun 2021 tentang Pencegahan dan Penanganan Kekerasan Seksual di Lingkungan Perguruan Tinggi. Yuk kita dukung kebijakan untuk kampus bebas KS. 

#DukungPermendikbudristekPPKS
#merdekadarikekerasan
11
27",,0,11,27
1287,putrivio,@putrivio3,2021-11-11T08:49:26.000Z,"Replying to 
@Maryamsoloe
Kampus seharusnya menjadi tempat yang sehat untuk belajar. Jangan sampai menjadi sarang kekerasan seksual
#DukungPermendikbud30",,0,0,0
1288,likawarta.com,@likawarta,2021-11-11T08:49:26.000Z,"Berbagai Pihak Mendukung Pencegahan dan Penanganan Kekerasan Seksual di Kampus
likawarta.medium.com
Berbagai Pihak Mendukung Pencegahan dan Penanganan Kekerasan Seksual di Kampus
Kasus kekerasan seksual, khususnya di lingkungan perguruan tinggi makin mengkhawatirkan. Peraturan Permendikbud Ristek Nomor 30 Tahun 2021…",,0,0,0
1289,IG: Nong Andah Darol Mahmada,@nongandah,2021-11-11T08:45:35.000Z,"Kenapa aku ngotot bgt dukung permendikbud 30/2021,selain krn yg udh aku jelaskan sblmnya jg krn alasan pribadi bgt.Aku mmg bukan mahasiswa lg, tp anak2ku suatu saat masuk kuliah. Adanya aturan ini mereka akn terlindungi dr predator seksual di kampus
3
10",,0,3,10
1290,Binokular.net,@binokularid,2021-11-11T08:42:02.000Z,"Di tengah kecaman kasus pelecehan tersebut, Kemendikbudristekdikti mengeluarkan Permen PPKS no. 30 yang berisi penanganan dan pencegahan pelecehan dan kekerasan seksual di area kampus.
1",,1,0,0
1291,Lini Zurlia,@Lini_ZQ,2021-11-11T08:41:09.000Z,"Sebelum PERMENDIKBUD ttg pencegahan & penghapusan kekerasan seksual di kampus, tahun 2019 DIRJEN Pendidikan Islam udah duluan mengeluarkan SK Pencegahan & Penanganan Kekerasan Seksual di Perguruan Tinggi Keagamaan Islam. 

Waktu itu MOI pada kemana?
1
11
30",,1,11,30
1292,Akbar,@BroAkbar27,2021-11-11T08:40:35.000Z,"Replying to 
@Putri_Aura_93
Kita berharap dengan adanya Permendikbud ini, maka pelecehan seksual di kampus dapat dihilangkan. 
#DukungPermendikbud30",,0,0,0
1293,Binokular.net,@binokularid,2021-11-11T08:39:54.000Z,"Seorang mahasiswi HI Universitas Riau melaporkan pelecehan seksual yang dilakukan oleh dosennya ke kampus. Alih-alih mendapatkan keadilan, ia diintimidasi dan ditekan agar tutup mulut.
1
3
10",,1,3,10
1294,Putri Aura,@Putri_Aura_93,2021-11-11T08:26:58.000Z,"Permendikbudristek ini perlu disosialisasikan lebih luas kepada publik sebagai Merdeka Belajar Episode Keempat Belas: Kampus Merdeka dari Kekerasan Seksual.
#DukungPermendikbud30
Putri Aura
@Putri_Aura_93
 · Nov 11
Peraturan Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi (Permendikbudristek) Nomor 30 Tahun 2021 tentang Pencegahan dan Penanganan Kekerasan Seksual (PPKS) di Lingkungan Perguruan Tinggi yang telah ditetapkan 31 Agustus 2021.
1
1",,0,1,1
1295,Tante Lienda,@Lind_Rachmawati,2021-11-11T08:22:46.000Z,"Replying to 
@ketumbarjala
 @FaqihSyahrir
 and 
@tunggalp
Mereka pakai protes dng narasi yg sama, seperti saat protes RUU kekerasan seksual, tapi lupa kalo sekarang itu utk kampus 
2",,0,0,2
1296,Bisnis.com,@Bisniscom,2021-11-11T08:21:07.000Z,"Gabungan Akademisi Dukung Aturan Pencegahan Kekerasan Seksual di Kampus
kabar24.bisnis.com
Gabungan Akademisi Dukung Aturan Pencegahan Kekerasan Seksual di Kampus | Kabar24 - Bisnis.com
Akademisi dari berbagai kampus menilai pelaku kekerasan seksual yang ada pada posisi dominan dalam relasi kuasa memiliki privilege untuk memanipulasi, menakut-nakuti, dan akhirnya menaklukkan korban.
1",,0,1,0
1297,Yunantyo YAS,@yunantyo_yas,2021-11-11T08:13:31.000Z,"Setelah Menag Yaqut, Guru Besar Hukum Pidana UI Dukung Nadiem Cegah Kekerasan Seksual di Kampus
jakarta.fixindonesia.com
Setelah Menag Yaqut, Guru Besar Hukum Pidana UI Dukung Nadiem Cegah Kekerasan Seksual di Kampus
Guru Besar Hukum Pidana UI Dukung Nadiem Cegah Kekerasan Seksual di Kampus",,0,0,0
1298,Akbar,@BroAkbar27,2021-11-11T08:00:30.000Z,"Replying to 
@Tas_ya05
#DukungPermendikbud30 untuk mencegah maraknya kekerasan seksual di dalam lingkungan kampus
1
3
3",,1,3,3
1299,Akbar,@BroAkbar27,2021-11-11T07:55:22.000Z,"Replying to 
@cuitq
Hentikan kekerasan seksual yg marak terjadi di kampus. 
#DukungPermendikbud30",,0,0,0
1300,Koran Tempo,@korantempo,2021-11-11T07:53:53.000Z,"Menteri Pendidikan mendekati berbagai kalangan untuk mensosialisasi peraturan pencegahan dan penanganan kekerasan seksual di kampus. Dialog diharapkan bisa meredam penolakan. #KoranTempo
koran.tempo.co
Upaya Kementerian Pendidikan Redakan Penolakan Aturan Kekerasan Seksual di Kampus - Nasional -...
Menteri Pendidikan mendekati berbagai kalangan untuk mensosialisasi peraturan pencegahan dan penanganan kekerasan seksual di kampus. Dialog diharapkan bisa meredam penolakan.  
2
3
7",,2,3,7
1301,Akbar,@BroAkbar27,2021-11-11T07:52:53.000Z,"Replying to 
@kianzanetta3
Untuk menghentikan maraknya kekerasan seksual yg terjadi di lingkungan kampus maka perlu adanya Permendikbud. 
#DukungPermendikbud30",,0,0,0
1302,,@smone_new,2021-11-11T07:48:45.000Z,"Replying to 
@smone_new
 and 
@CLina008
KALO PERMEN INI DICABUT. BISA-BISA AKAN TAMBAH GILA LAGI PELECEHAN SEKSUAL DI INDONESIA (TERKHUSUSKAN DI KAMPUS/SEKOLAHAN)
1",,1,0,0
1303,alienpengamatbumi,@sotoperpus,2021-11-11T07:38:50.000Z,"Itu yg ngira kalo permendikbud ristek no 30 th 2021 ini melegalkan zina tolong dipake dikit otaknya.
Kampus harus jadi ruang yang aman bagi siapa pun untuk belajar.
Predator seksual jangan sampai lepas dan hidup dengan tenteram!
#PermenPPKS
#DukungPermendikbud30
#KampusMerdekaKS
1",,0,0,1
1304,Harian Kompas,@hariankompas,2021-11-11T07:15:00.000Z,"Lembaga paling terhormat, penjaga gerbang kebenaran di hati masyarakat, ternyata menyimpan kejahatan yang paling memalukan: kekerasan seksual, yang begitu disembunyikan, tertutup rapat puluhan tahun.

Predator Seksual di Kampus
#OPINI 11 November 2021

https://bit.ly/3n6yiDH
1
4
9",,1,4,9
1305,Sumantra,@sumantra_14,2021-11-11T07:05:02.000Z,"Di terbitkannya  Permendikbudristek Nomor 30 Tahun 2021 yg ditetapkan 31/08/2021 untuk pencegahan dan menangani terjadinya kekerasan seksual dilingkungan Perguruan Tinggi. Hal ini menjawab keresahan mahasiswa, dosen di lingkungan kampus
#DukungPermendikbud30
10
17
28",,10,17,28
1306,Rya Wiedy,@RyaWiedy,2021-11-11T07:03:46.000Z,"Replying to 
@anaktimor007
 and 
@dewi_darmawati
Produk hukum mestinya dibaca dlm perspektif hukum, dan jgn lupa aturan ini mjd guidance utk satgas anti kekerasan seksual di kampus 
1
1
2",,1,1,2
1307,Kiwi,@sweatykiwii,2021-11-11T06:54:02.000Z,"Uwowow, film ttg isu kekerasan seksual dan kesetaraan yang terjadi di kampus

Menarikk yy
Cenayang Film
@CenayangFilm
 · Nov 10
12 Piala Citra di #FFI2021 

Selamat, Penyalin Cahaya!! 
Show this thread",,0,0,0
1308,Agus Hamonangan,@agushamonangan,2021-11-11T06:52:34.000Z,"Sebagai bangsa beradab dan berkemanusiaan, negara dan kita semua wajib melindungi dan memastikan setiap orang bebas dari ancaman dan tindakan kekerasan seksual.

#OPINI
Predator Seksual di Kampus
Oleh  SULISTYOWATI IRIANTO

https://facebook.com/groups/Pembaca.KOMPAS/posts/10165680212235565/…",,0,0,0
1309,Abigail Saraachi,@abigailsaraachi,2021-11-11T06:51:59.000Z,"Replying to 
@abigailsaraachi
 @hasanulrizqa
 and 2 others
korban jadi terabaikan.

Kita bisa berdebat lebih panjang soal mana korban mana bukan korban. Tapi yg jelas, kekerasan seksual di lingkungan kampus itu marak terjadi (baik oleh dosen, kating, teman satu organisasi, dsb). Perspektif hukumnya harus berlandaskan pada (cont)
1
1",,1,0,1
1310,water law,@RezkiSobri,2021-11-11T06:50:34.000Z,"Selamat siang, semuanya. 

Kali ini kita akan mendukung Permendikbudristek 30/2021 tentang Pencegahan dan Penanganan Kekerasan Seksual (PPKS) di Perguruan Tinggi (kampus).
1",,1,0,0
1311,,@blueebearz,2021-11-11T06:46:01.000Z,"semalem abis nonton mata najwa soal kekerasan seksual di lingkungan kampus, ada yang kontra padahal isi undang-undang udah jelas, ga ada itu isinya ngelegalin sex bebas ",,0,0,0
1312,HopeHelps Network,@HopeHelpsNet,2021-11-11T06:20:41.000Z,"Hadirnya Permendikbud-Ristek PPKS No. 30/2021 menunjukkan langkah progresif dari 
@Kemdikbud_RI
 @nadiemmakarim
 dalam hal pencegangan dan penanganan kekerasan seksual di lingkungan kampus. Yuk, kita bedah aturannya! #DukungPermendikbud30
1
49
69",,1,49,69
1313,Christian Situmeang,@BangMorinaga,2021-11-11T06:20:32.000Z,"Permen ini mengatur tentang Pencegahan dan Penanganan Kekerasan Seksual! Bukan boleh atau tidaknya ngewe di kampus goblok 
@PKSejahtera
 
#dukungpermendikbud30 
#NadiemOleng  Kadrun ampas!
Marini Putri
@MariniPutri_88
 · Nov 11
Ooo gitu ya pak 
Pantes banyak yang panas saudara kita yg suka tinggal di Gurun haha.
Gk dapat jatah ternyata 
Siapa ahli yg harusnya terlibat dlm pembentukan Permen ini? ORMAS  Jawaban yg sngt Cerdas!
#dukungpermendikbud30 
#NadiemOleng  
1",,0,0,1
1314,Diah Widiantari,@deewpd,2021-11-11T06:18:37.000Z,Bisa2nya ya ada orang2 yg berpikir kalau Permendikbud Tolak Kekerasan Seksual di Lingkungan Kampus itu untuk memfasilitasi perzinahan dan seks bebas. Otaknya kena Korupsi gw rasa.,,0,0,0
1315,dhiyaulhaq,@elhaqramadhan,2021-11-11T06:18:32.000Z,"dan alhamdulillah mas menteri mengeluarkan permendikbud, meskipun masih pro & kontra setidaknya sudah ada upaya perlindungan hukum untuk korban pelecehan seksual khususnya diarea kampus. Terimakasih mas menteri 
@nadiemmakarim
 ",,0,0,0
1316,Abigail Saraachi,@abigailsaraachi,2021-11-11T06:16:32.000Z,"Replying to 
@abigailsaraachi
 @hasanulrizqa
 and 2 others
Ini yg sy sebut false consent, yg terjadi krn relasi kuasa yg timpang.
Makanya di twit yg saya tag td, ada pasal yg mengatur ttg kasus seperti itu. Krn di kampus banyak terjadi penyalah gunaan relasi kuasa yg mengarah pd kekerasan seksual.
2
4",,2,0,4
1317,Monik_PO,@po_monik1,2021-11-11T06:14:51.000Z,"Hny berarti & hebat itu jika punya muka spt bayi??? Iklan teh atuhlah!!!
Barusan bc brt lagi kalo ada pelecehan seksual d kampus. Duh...  kalo kasepnya kayak Cha Eun Woo mgkn malah di kejar2 para mahasiswi. Atuhlah..., mana musim covid-19 lagi!!! Pohara pisan...",,0,0,0
1318,IDNpos.com,@idnpos_com,2021-11-11T06:13:04.000Z,Puluhan Akademisi Dukung Permendikbud Penanganan Kekerasan Seksual di Kampus http://dlvr.it/SCHzPM #Terbaru #akademisi #berita #dukung,,0,0,0
1319,dhiyaulhaq,@elhaqramadhan,2021-11-11T06:12:46.000Z,"Selama ini yg menjadi problem karena maraknya kasus pelecehan seksual adalah tidak adanya PAYUNG HUKUM (khususnya di dlm kampus) untuk korban pelecehan, akibatnya korban akan merasa kebingungan pasca dilecehkan harus lapor kemana dan dasar hukum apa.
1",,1,0,0
1320,Iwan tata,@iwan_tata98,2021-11-11T06:05:45.000Z,"Replying to 
@Herdi95423543
Kita dukung Permendikbudristek no 30 tahun 2021 tentang Pencegahan dan Penanganan Kekerasan Seksual di Wilayah Kampus thdp perempuan.
#DukungPermendikbud30",,0,0,0
1321,ڬومبڠ نان با‌يك,@gombang,2021-11-11T06:05:27.000Z,"Replying to 
@audhinafh
reaksi emosional gw gak terlalu sih. tapi kaget  juga ternyata banyak skenario kasus pelecehan seksual di kampus.",,0,0,0
1322,Pelepas Dahaga,@pekerjalab,2021-11-11T06:01:04.000Z,"Cape liat opini jelek soal permendikbud dari kemarin. Terus alternatif u buat mengeliminasi kekerasan seksual di kampus yang bisa empower korban untuk reporting apa & allow korban to get help apa?
2
2
49",,2,2,49
1323,Duta Zwasimbia,@ElioAglio,2021-11-11T06:00:47.000Z,"Replying to 
@Edo_ShehB
 @jakesvarna
 and 
@Arie_Kriting
Bukan pelanggaran menurut PerMen. Namun hukum tdk beridiri sendiri. Harus lihat hukum lain. Kita ada UU Pornografi, pasal 10 yg melarang hubungan seksual di tempat umum. Kampus = tempat umum. Berarti boleh ga ngewe di kampus yg tempat umum?
1",,1,0,0
1324,Rizky Watterson,@arzeqnda,2021-11-11T05:51:21.000Z,"Semalam Penyalin Cahaya berhasil memenangkan 12 Piala Citra termasuk film terbaik dan memecahkan rekor pemborong piala citra terbanyak. Film yg mengangkat isu pelecehan seksual di kampus ini mewakili keresahan kita akan lingkungan akademis yg aman dari tindak pelecehan seksual
1
1",,1,0,1
1325,Jefri Siboro,@jefsiboro,2021-11-11T05:50:46.000Z,"Demi pencegahan dan penanganan kekerasan seksual di lingkungan perguruan tinggi, saya #DukungPermendikbud30. 

Sanksi tegas penyalahgunaan relasi kekuasaan di kampus. Entah itu tenaga didik v mahasiswa/i, senior v junior, dan bentuk² patriarki seksual lainnya. 

#SahkanRUUPKS",,0,0,0
1326,jhon ucup rply,@JhonUcup08,2021-11-11T05:50:12.000Z,"Replying to 
@poroswaktu_
 and 
@SUGALI_bob
Stop kekerasan seksual di kampus",,0,0,0
1327,Nio.,@nctdoyochi,2021-11-11T05:49:47.000Z,"Replying to 
@nctdoyochi
 and 
@AREAJULID
alesannya karena bagus untuk mencegah pelecehan seksual yg terjadi di kampus sekaligus para pelaku pelecehan seksual bisa ditindak tegas atau diberi sanksi nyata.",,0,0,0
1328,jhon ucup rply,@JhonUcup08,2021-11-11T05:49:14.000Z,"Replying to 
@BubuNyaii
 and 
@SUGALI_bob
Stop kekerasan seksual di kampus",,0,0,0
1329,jhon ucup rply,@JhonUcup08,2021-11-11T05:48:09.000Z,"Replying to 
@anaks1ngkong
 and 
@SUGALI_bob
Stop kekerasan seksual di kampus",,0,0,0
1330,Uniform& Promotional Products,@WAHYU_UNIFORM,2021-11-11T05:42:36.000Z,"Replying to 
@rickproject
 @f_azida
 and 
@TsamaraDKI
Okelah ga bahas anak atau bukan
Intinya gini, demi melindungi generasi muda penerus bangsa dr dekadensi moral,
Saya ingin permen mencantumkan larangan kekerasan seksual, pelecehan seksual, & tindak perzinahan di lingkungan kampus dg  alasan apapun
dan ada sanksi yg menyertainya",,0,0,0
1331,leo,@urlilleo,2021-11-11T05:42:34.000Z,"Replying to 
@AREAJULID
pro. emng yg dibutuhin itu regulasi untuk ngasih sanksi ke pelaku dan perlindungan korban biar ada rasa aman di kampus. klo masalah frasa tanpa persetujuan korban itu ya emng bener, namanya jg kekerasan seksual pasti tanpa persetujuan korban. bukan berarti melegalkan zina dong.",,0,0,0
1332,Ali Muharam,@Nursna7,2021-11-11T05:34:00.000Z,"Replying to 
@Hashif071
Permendikbud itu kan bentuk mudaratnya dikit tapi tujuannya bagus untuk memerangi kekerasan seksual di kampus. Sedangkan melihat dari legalnya alkohol di Orba maupun sekarang yang mudaratnya dalam konteks islam itu lebih besar boleh :(
1",,1,0,0
1333,Arin Indra,@Arindra__,2021-11-11T05:31:59.000Z,"Replying to 
@GEbenhaezer
#DukungPermendikbud30 untuk mencegah kekerasan seksual dlm kampus
2",,0,0,2
1334,BANTENG SETIA NKRI,@ballapann,2021-11-11T05:28:49.000Z,"Esti menegaskan, aturan tersebut seharusnya dilihat sebagai langkah cepat agar kekerasan seksual yang sering muncul di lingkungan kampus tidak terjadi terus menerus.

#DPRuntukNegeri Terus mendengar aspirasi rakyat
6
23
24",,6,23,24
1335,A S O K A,@flywithasoka,2021-11-11T05:26:49.000Z,"Replying to 
@AREAJULID
Pro, karena para pelaku pelecehan seksual emang harus di berikan sanksi nyata, jadi mahasiswa² yang kuliah merasa aman di dalam kampus
2
83
2.4K",,2,83,2.4K
1336,KelianBanjar GarisKeras,@KelianBanjar_GK,2021-11-11T05:26:22.000Z,"Terus mendengar aspirasi rakyat #DPRuntukNegeri menegaskan alasan mendukung aturan tersebut, seharusnya dilihat sebagai langkah cepat agar kekerasan seksual yg sering muncul di lingkungan kampus tdk terjadi terus menerus.
voi.id
Legislator PDIP Ini Dukung Permendikbud PPKS: Langkah Cepat Cegah Kekerasan Seksual di Kampus
""Peraturan Menteri Pendidikan, Kebudayaan, Riset dan Teknologi (Permendikbud-Ristek) Nomor 30 Tahun 2021 tentang Pencegahan dan Penanganan Kekerasan Seksual (PPKS) di Lingkungan Perguruan Tinggi...
4
23
27",,4,23,27
1337,Iwan tata,@iwan_tata98,2021-11-11T05:25:19.000Z,"Replying to 
@Alfiansyahfahri
Kita dukung Permendikbudristek no 30 tahun 2021 tentang Pencegahan dan Penanganan Kekerasan Seksual di Wilayah Kampus thdp perempuan.
#DukungPermendikbud30",,0,0,0
1338,CNN Indonesia,@CNNIndonesia,2021-11-11T05:23:56.000Z,"Relasi kuasa sering kali membuat seorang mahasiswa menjadi kelompok rentan kasus kekerasan seksual karena memiliki struktur sosial yang paling rendah di lingkungan kampus. 

Baca #Analisis #CNNIndonesia selengkapnya berikut ini: https://bit.ly/30brWu5
1
10",,0,1,10
1339,Mikael Sugijanto,@MikaelBIMASAKTI,2021-11-11T05:13:24.000Z,"Tujuan utama dari Permendikbud Ristek 30/2021 ini adalah agar ada mekanisme utk penegahan dan penanganan kekerasan seksual di kampus shg secara yuridis pihak perguruan tinggi dpt melakukan langkah-langkah legal menindak pelaku kekerasan seksual.

#DukungPermendikbud30
2
7
15",,2,7,15
1340,Mikael Sugijanto,@MikaelBIMASAKTI,2021-11-11T05:12:23.000Z,"Menteri Agama Yaqut Cholil Qoumas menyatakan dukungannya terkait penerbitan Peraturan Menteri Pendidikan dan Kebudayaan, Riset dan Teknologi (Permendikbudristek) No 30/2021 krn merupakan bentuk dari pencegahan kekerasan seksual di lingkungan kampus. 

#DukungPermendikbud30
1
6
7",,1,6,7
1341,Maryam,@Maryamsoloe,2021-11-11T05:10:23.000Z,"Replying to 
@MBee0820
Semoga dengan adanya permen PPKS menjadikan kampus merdeka dari kekerasan seksual #DukungPermendikbud30",,0,0,0
1342,CNN Indonesia,@CNNIndonesia,2021-11-11T05:10:06.000Z,"Kasus pelecehan seksual di kampus sudah sering mencuat ke publik, seperti di UNRI. Korban mengatakan bahwa dosen yang ia mintai pertolongan untuk bisa menindaklanjuti kasus ini malah menekan korban untuk tidak mengadukan ke Ketua Jurusan. https://bit.ly/3D8l4vs #CNNIndonesia
1
2
1",,1,2,1
1343,Andreeee,@putrasangibu,2021-11-11T05:08:09.000Z,"Kok ada hastag #NadiemOleng wkwk ini pak menteri yg oleng atau orang yg bikin hastag yg oleng? Jelas2 isi nya mengatur tentang kekerasan seksual dilingkungan kampus kok malah ditolak? Aneh bukan? Hahahah
2",,2,0,0
1344,Akbar,@BroAkbar27,2021-11-11T05:07:15.000Z,"Replying to 
@kenhans03
Hentikan kekerasan seksual di kampus
#DukungPermendikbud30
1",,0,0,1
1345,Andreeee,@putrasangibu,2021-11-11T05:06:02.000Z,"Saya mendukung #dukungpermendikbud30 #dukungpermenppks30 ini mrupakan langkah yg bagus utk pencegahan dan penanganan kekerasan seksual dalam kampus.
tunggal
@tunggalp
 · Nov 9
Dear teman-teman mahasiswa (atau pernah jadi mahasiwa), jika kamu pernah mengalami pelecehan seksual di dalam lingkungan kampus, entah itu dari dosen, kakak kelas, silahkan like postingan ini atau RT jika kamu pernah mengetahui atau mendengarnya.
Show this thread",,0,0,0
1346,Yunantyo YAS,@yunantyo_yas,2021-11-11T05:04:44.000Z,"Kampus merdeka dari kekerasan seksual
2
3",,0,2,3
1347,Mister.Golo,@mistergolo_,2021-11-11T04:53:17.000Z,"Bapak Nadiem Makarim pun ingin mengubah perspektif baru terkait kampus yang baik. 

Menurutnya, kampus yang baik bukan berarti menutupi kasus pelecehan seksual tapi yang berani bersikap dan mengambil tindakan.
1
2",,1,0,2
1348,🅼🆄🆂🆃 🅴🅴 🅻🅶🅸,@MustBee17,2021-11-11T04:49:44.000Z,"Replying to 
@Maryamsoloe
Upaya penerbitan Permendikbud 30 Th. 2021 adalah untuk melindungi kampus dari tindakan kekerasan seksual.
#DukungPermendikbud30",,0,0,0
1349,Uniform& Promotional Products,@WAHYU_UNIFORM,2021-11-11T04:43:50.000Z,"Replying to 
@rickproject
 @f_azida
 and 
@TsamaraDKI
Sederhananya barangsispa melakukan hub seksual, kekerasan seksual dilingkungan akademik, kampus misalnya... dikeluarkan, atau disanksi apalah.. misal SP dan sebagainya",,0,0,0
1350,シェリフ,@msyariflubis,2021-11-11T04:43:41.000Z,"Replying to 
@ruliemaulana
Yaa dari dulu akademisi kampus terutama pejabat banyak yg berbuat kekerasan seksual, pelecehan lah, cuma enggak kedengeran follow up nya, peraturan ini bisa jadi loophole untuk menyerang ke beberapa pihak, perlindungan terhadap korban cuma sebatas kata ""persetujuan korban""
1",,1,0,0
